Dist Code,Year,State Code,State Name,Dist Name,RICE AREA (1000 ha),RICE PRODUCTION (1000 tons),RICE YIELD (Kg per ha),WHEAT AREA (1000 ha),WHEAT PRODUCTION (1000 tons),WHEAT YIELD (Kg per ha),KHARIF SORGHUM AREA (1000 ha),KHARIF SORGHUM PRODUCTION (1000 tons),KHARIF SORGHUM YIELD (Kg per ha),RABI SORGHUM AREA (1000 ha),RABI SORGHUM PRODUCTION (1000 tons),RABI SORGHUM YIELD (Kg per ha),SORGHUM AREA (1000 ha),SORGHUM PRODUCTION (1000 tons),SORGHUM YIELD (Kg per ha),PEARL MILLET AREA (1000 ha),PEARL MILLET PRODUCTION (1000 tons),PEARL MILLET YIELD (Kg per ha),MAIZE AREA (1000 ha),MAIZE PRODUCTION (1000 tons),MAIZE YIELD (Kg per ha),FINGER MILLET AREA (1000 ha),FINGER MILLET PRODUCTION (1000 tons),FINGER MILLET YIELD (Kg per ha),BARLEY AREA (1000 ha),BARLEY PRODUCTION (1000 tons),BARLEY YIELD (Kg per ha),CHICKPEA AREA (1000 ha),CHICKPEA PRODUCTION (1000 tons),CHICKPEA YIELD (Kg per ha),PIGEONPEA AREA (1000 ha),PIGEONPEA PRODUCTION (1000 tons),PIGEONPEA YIELD (Kg per ha),MINOR PULSES AREA (1000 ha),MINOR PULSES PRODUCTION (1000 tons),MINOR PULSES YIELD (Kg per ha),GROUNDNUT AREA (1000 ha),GROUNDNUT PRODUCTION (1000 tons),GROUNDNUT YIELD (Kg per ha),SESAMUM AREA (1000 ha),SESAMUM PRODUCTION (1000 tons),SESAMUM YIELD (Kg per ha),RAPESEED AND MUSTARD AREA (1000 ha),RAPESEED AND MUSTARD PRODUCTION (1000 tons),RAPESEED AND MUSTARD YIELD (Kg per ha),SAFFLOWER AREA (1000 ha),SAFFLOWER PRODUCTION (1000 tons),SAFFLOWER YIELD (Kg per ha),CASTOR AREA (1000 ha),CASTOR PRODUCTION (1000 tons),CASTOR YIELD (Kg per ha),LINSEED AREA (1000 ha),LINSEED PRODUCTION (1000 tons),LINSEED YIELD (Kg per ha),SUNFLOWER AREA (1000 ha),SUNFLOWER PRODUCTION (1000 tons),SUNFLOWER YIELD (Kg per ha),SOYABEAN AREA (1000 ha),SOYABEAN PRODUCTION (1000 tons),SOYABEAN YIELD (Kg per ha),OILSEEDS AREA (1000 ha),OILSEEDS PRODUCTION (1000 tons),OILSEEDS YIELD (Kg per ha),SUGARCANE AREA (1000 ha),SUGARCANE PRODUCTION (1000 tons),SUGARCANE YIELD (Kg per ha),COTTON AREA (1000 ha),COTTON PRODUCTION (1000 tons),COTTON YIELD (Kg per ha),FRUITS AREA (1000 ha),VEGETABLES AREA (1000 ha),FRUITS AND VEGETABLES AREA (1000 ha),POTATOES AREA (1000 ha),ONION AREA (1000 ha),FODDER AREA (1000 ha)
52,2009,1,Andhra Pradesh,Ananthapur,51.65,148.41,2873.38,0.18,0.1,555.56,41.41,25.88,624.97,17.72,14.28,805.87,59.13,40.16,679.18,1.77,3.25,1836.16,13.47,77.66,5765.4,3.54,6.24,1762.71,0,0,0,92.94,107.25,1153.97,20.59,6.01,291.89,11.81,7.64,646.91,530.38,141.98,267.69,0,0,0,0.01,0,0,0.05,0.02,400,1.33,0.66,496.24,0,0,0,55.29,33.5,605.9,0.02,0.02,1000,587.9,176.18,299.68,0.14,1,7142.86,2.06,0.21,101.94,33.13,6.02,39.15,0,1.89,2.15
52,2010,1,Andhra Pradesh,Ananthapur,59.8,171.4,2866.22,0.13,0.17,1307.69,2.61,2.07,793.1,13.27,8.3,625.47,15.88,10.37,653.02,2.02,1.47,727.72,15.48,94.48,6103.36,2.43,4.17,1716.05,0,0,0,94.24,73.6,780.98,66.01,11.16,169.07,4.65,2.08,447.31,834.07,481,576.69,0,0,0,0,0,0,0.05,0.03,600,4.33,3.8,877.6,0,0,0,17.62,14.07,798.52,1.68,2.87,1708.33,858.6,501.76,584.39,0.24,2.1,8750,4.34,0.51,117.51,33.64,6.37,40.01,0.02,1.93,1.12
52,2011,1,Andhra Pradesh,Ananthapur,48.67,120.07,2467.02,0.08,0.1,1250,7.19,7.54,1048.68,7.91,3.88,490.52,15.1,11.42,756.29,2.73,3.45,1263.74,31.66,111.63,3525.9,3.27,6.1,1865.44,0,0,0,68.48,38.01,555.05,51.75,4.29,82.9,4.46,2.3,515.7,753.84,207.38,275.1,0,0,0,0,0,0,0.08,0.06,750,30.2,1.84,60.93,0,0,0,13.28,12.09,910.39,1.66,2.68,1614.46,800.06,225.06,281.3,0.49,3.94,8040.82,19.3,2.05,106.22,38.64,10.94,49.58,0.02,2.97,1.51
52,2012,1,Andhra Pradesh,Ananthapur,29.05,76.45,2631.67,0.13,0.15,1153.85,7.6,6.93,911.84,5.8,3.14,541.38,13.39,10.07,752.05,2.2,1.47,668.18,29.11,113.61,3902.78,2.41,3.56,1477.18,0,0,0,89.68,77.3,861.95,56.59,8.04,142.07,4.29,2.52,587.41,729.7,329.95,452.17,0,0,0,0,0,0,0.02,0.03,1500,24.39,9.27,380.07,0.01,0,0,10.58,7.1,671.08,0.92,1.67,1815.22,766.34,348.28,454.47,0.36,0.7,1944.44,27.64,6.05,218.89,36.18,9.26,45.44,0.04,1.63,1.48
52,2013,1,Andhra Pradesh,Ananthapur,40.4,87.94,2176.73,0.06,0.04,666.67,14.49,9.75,672.88,6.61,3.14,475.04,21.09,12.89,611.19,1.35,1.24,918.52,34.86,111.2,3189.9,2.88,4.63,1607.64,0,0,0,85.77,68.61,799.93,49.93,9.29,186.06,6.12,3.74,611.11,728.45,312.93,429.58,0,0,0,0,0,0,0.06,0.04,666.67,11.45,5.38,469.87,0.01,0,0,14.02,9.58,683.31,2.4,3.87,1612.5,757.14,331.99,438.48,0.28,2.65,9464.29,37.72,13.94,369.57,39.14,12.39,51.53,0.08,2.03,2.63
52,2014,1,Andhra Pradesh,Ananthapur,29.21,82.53,2825.4,0,0,0,13.19,4.23,320.7,5.26,1.37,260.46,18.45,5.6,303.52,1.8,1.06,588.89,21.31,74.31,3487.1,1.87,2.84,1518.72,0,0,0,68.09,38.68,568.07,37.56,4.85,129.13,16.26,9.81,603.32,565.75,173.39,306.48,0,0,0,0,0,0,0.31,0.09,290.32,10.55,6.03,571.56,0,0,0,8.45,2.82,333.73,0.04,0.05,1250,585.82,182.44,311.43,0.03,0.25,8333.33,74.62,18.9,253.28,47.08,14.3,61.38,0.09,2.27,5.41
52,2015,1,Andhra Pradesh,Ananthapur,33.62,97.65,2904.52,0.02,0.01,500,23.05,13.11,568.76,7.79,1.88,241.34,30.84,14.99,486.06,3.26,3.36,1030.67,17.84,55.67,3120.52,1.84,3.79,2059.78,0,0,0,75.8,34.19,451.06,38.51,8.32,216.05,62.13,15.52,249.81,468.18,352.1,752.06,0,0,0,0,0,0,0.16,0.12,750,10.93,10.28,940.53,0,0,0,5.33,2.91,545.97,0.15,0.16,1073.33,485.54,365.6,752.98,0.08,0.64,8258.44,60.79,18.2,299.39,54.43,19.88,74.3,0.1,3.12,4.66
52,2016,1,Andhra Pradesh,Ananthapur,22.89,57.43,2509.33,0,0,0,4.48,0.9,201.03,2.61,0.29,112.9,7.09,1.2,168.55,2.47,1.26,509.91,18.31,48.08,2626.3,2.33,4.89,2104.52,0,0,0,22.87,5.92,258.98,70.26,6.96,99,4.82,2.44,507.48,623.73,164.51,263.75,0,0,0,0,0,0,0.03,0.01,250,9.8,3.01,307,0,0,0,3.87,1.48,383.14,0.65,0.23,359.33,638.83,169.26,264.96,0.09,0.95,10000,31.8,4.69,147.54,61.03,18.08,79.11,0.04,2.8,1.24
52,2017,1,Andhra Pradesh,Ananthapur,30.91,86.36,2793.52,0.01,0.01,750,18.36,9.79,533,4.55,2,439,22.91,11.78,514.34,5.29,7.07,1336.99,23.27,91.58,3936.22,2.46,5.95,2419.68,0,0,0,74.4,50.59,680,72.81,14.13,194,14.15,5.09,360.13,423.12,454.94,1075.19,0.01,0,222.22,0,0,0,0,0,0,15.16,8.67,572.02,0,0,0,1.95,0.99,504.87,0.03,0.03,1000,440.3,464.64,1055.28,0.09,0.9,10443.02,45.55,23.24,510.22,59.07,22.77,81.84,0.01,1.75,7.89
53,1966,1,Andhra Pradesh,Kadapa YSR,77,118,1532.47,0,0,0,87.3,65.2,746.85,7.3,3.4,465.75,94.6,68.6,725.16,47,24,510.64,0.1,0.1,1000,19,26,1368.42,0,0,0,1,0.3,300,5,2,400,11.89,1.85,155.68,102,89,872.55,4.6,1.6,347.83,0,0,0,0.67,0.11,170.15,0.9,0.1,111.11,0,0,0,0,0,0,0,0,0,108.2,90.81,839.32,1,6.8,6800,12,1,83.33,16.78,4.18,20.96,0,3.17,2.78
53,1967,1,Andhra Pradesh,Kadapa YSR,74,120,1621.62,0,0,0,62.1,27.2,438,19.7,10.6,538.07,81.8,37.8,462.1,23,18,782.61,0,0,0,19,27,1421.05,0,0,0,1,0.4,400,4,2,500,12.32,2.19,177.84,147,139,945.58,4.5,1.2,266.67,0,0,0,1.05,0.24,224.76,0.8,0.1,125,0,0,0,0,0,0,0,0,0,153.94,140.65,913.67,1.4,7.8,5571.43,12,1,83.33,16.62,4.22,20.84,0,3.34,0.95
53,1968,1,Andhra Pradesh,Kadapa YSR,56.9,84,1476.27,0.3,0.1,333.33,95.4,58.8,616.35,37.6,20.2,537.23,133,79,593.98,21,10,476.19,0,0,0,23.2,18,775.86,0,0,0,0.9,0.4,444.44,4.1,2,487.8,17.15,2.44,142.45,115.5,95,822.51,1.8,0.4,222.22,0,0,0,0.65,0.2,307.69,0.9,0.1,111.11,0,0,0,0,0,0,0,0,0,118.99,94.5,794.18,4.4,33.7,7659.09,7.5,1,133.33,17.4,4.05,21.45,0,3.14,0.43
53,1969,1,Andhra Pradesh,Kadapa YSR,78.2,104.4,1335.04,0.2,0.1,500,82.8,38.6,466.18,12.8,5.2,406.25,95.6,43.8,458.16,25.2,14.4,571.43,0,0,0,18.5,21.1,1140.54,0,0,0,1.2,0.5,416.67,4.2,1.1,261.9,13.42,1.69,125.93,143.7,109,758.52,2.8,0.9,321.43,0,0,0,0.77,0.17,220.78,0.9,0.2,222.22,0,0,0,0,0,0,0,0,0,148.2,110.27,744.06,1.7,13.2,7764.71,11.4,1,87.72,16.75,4.16,20.91,0,3.18,0.47
53,1970,1,Andhra Pradesh,Kadapa YSR,74.3,92.1,1239.57,0.2,0.3,1500,77.1,28.3,367.06,12.3,4.4,357.72,89.4,32.7,365.77,21.2,15.4,726.42,0.1,0.1,1000,13.8,12.7,920.29,0,0,0,0.8,0.4,500,4.1,1.5,365.85,11.93,4.2,352.05,152.9,98.2,642.25,3.8,1.4,368.42,0,0,0,0.98,0.54,551.02,0.9,0.1,111.11,0,0,0,0,0,0,0,0,0,158.62,100.24,631.95,0.8,6.3,7875,11.3,0.9,79.65,16.19,4.44,20.64,0,3.61,0.72
53,1971,1,Andhra Pradesh,Kadapa YSR,51.6,95.9,1858.53,0.3,0.2,666.67,89.3,58.9,659.57,6.7,3.6,537.31,96,62.5,651.04,18.5,18.4,994.59,0,0,0,17.1,20.7,1210.53,0,0,0,0.7,0.3,428.57,2.9,0.6,206.9,10.8,4.61,426.85,146.1,84.8,580.42,2.4,0.5,208.33,0,0,0,1.86,0.68,365.59,0.8,0.1,125,0,0,0,0,0,0,0,0,0,151.38,86.08,568.64,1,9,9000,12.5,0.6,48,14.47,3.66,18.14,0.06,2.69,0.98
53,1972,1,Andhra Pradesh,Kadapa YSR,65.3,95.8,1467.08,0.3,0.2,666.67,121.6,58,476.97,4.3,1.8,418.6,125.9,59.8,474.98,21.6,11.9,550.93,0,0,0,16.3,19.3,1184.05,0,0,0,0.6,0.1,166.67,2.6,0.6,230.77,15.23,5,328.3,84.2,55.6,660.33,3.5,1.1,314.29,0,0,0,1.7,0.9,529.41,0.7,0.1,142.86,0,0,0,0,0,0,0,0,0,90.47,57.7,637.78,1.1,9.6,8727.27,6.5,0.4,61.54,17.15,3.78,20.93,0,2.94,0.59
53,1973,1,Andhra Pradesh,Kadapa YSR,71.8,132.4,1844.01,0.2,0.2,1000,79.9,35.2,440.55,23.3,13.3,570.82,103.2,48.5,469.96,27,24.1,892.59,0.1,0.1,1000,13.6,25,1838.24,0,0,0,0.6,0.2,333.33,2.7,0.7,259.26,12.8,3.75,292.97,131.8,133.7,1014.42,4,1.2,300,0,0,0,0.4,0.2,500,0.8,0.1,125,0,0,0,0,0,0,0,0,0,124.2,135.2,1088.57,1.3,11.7,9000,11.5,0.6,52.17,15.84,4.72,20.56,0,3.05,0.42
53,1974,1,Andhra Pradesh,Kadapa YSR,76.2,139.8,1834.65,0.5,0.6,1200,87.5,45.9,524.57,10.2,7.6,745.1,97.7,53.5,547.59,27,14.6,540.74,0,0.1,0,21.1,32.2,1526.07,0,0,0,0.7,0.5,714.29,3.8,0.7,184.21,16.2,4.59,283.33,136.8,135.4,989.77,2.9,0.6,206.9,0,0,0,1.3,0.6,461.54,0.8,0.1,125,0,0,0,0,0,0,0,0,0,116.55,136.7,1172.89,0.1,0.8,8000,7.3,1.1,150.68,14.86,3.48,18.34,0,2.64,0.3
53,1975,1,Andhra Pradesh,Kadapa YSR,82.4,146.7,1780.34,0.5,0.4,800,82.8,14.1,170.29,8.6,5,581.4,91.4,19.1,208.97,25.9,25.9,1000,0.2,0.4,2000,15.7,26.4,1681.53,0,0,0,1.9,0.9,473.68,4,0.8,200,14.04,3.51,250,110.9,60,541.03,3.2,1.5,468.75,0,0,0,1.4,0.8,571.43,0.5,0.1,200,0,0,0,0,0,0,0,0,0,115.17,62.4,541.81,1.2,8.5,7083.33,4.9,0.2,40.82,12.51,3.9,16.4,0,2.79,0.28
53,1976,1,Andhra Pradesh,Kadapa YSR,82,117.9,1437.8,0.6,0.6,1000,97.2,51.9,533.95,11.8,7.7,652.54,109,59.6,546.79,29.8,19.6,657.72,0.1,0.2,2000,15.1,25.6,1695.36,0,0,0,2.1,0.8,380.95,3.8,0.6,157.89,12.65,2.96,233.99,79.7,21.4,268.51,3.2,1.2,375,0,0,0,1.3,0.5,384.62,0.6,0.1,166.67,0,0,0,0,0,0,0,0,0,84.13,23.2,275.76,3.6,25,6944.44,10,0.9,90,12.11,3,15.11,0,2.19,0.21
53,1977,1,Andhra Pradesh,Kadapa YSR,70.2,111.8,1592.59,0.5,0.3,600,90.6,77.1,850.99,6.7,4.5,671.64,97.3,81.6,838.64,31.4,30.9,984.08,0.1,0.1,1000,14.9,27.3,1832.21,0,0,0,1,0.4,400,3.6,0.6,166.67,11.57,3.16,273.12,79.4,65.5,824.94,5.4,1,185.19,0,0,0,1,0.4,400,0.5,0.2,400,0,0,0,0,0,0,0,0,0,86.95,67.1,771.71,4.7,36.5,7765.96,13.5,1.9,140.74,12.35,4.07,16.42,0,3.02,0.24
53,1978,1,Andhra Pradesh,Kadapa YSR,73.8,152.8,2070.46,0.6,0.3,500,93.8,57.5,613.01,9.7,6.8,701.03,103.5,64.3,621.26,29.7,33.2,1117.85,0.1,0.1,1000,14,25.6,1828.57,0,0,0,0.7,0.3,428.57,3.8,1,263.16,11.02,3.14,284.94,101.3,73.5,725.57,5.7,1.8,315.79,0,0,0,1.3,0.5,384.62,0.6,0.1,166.67,0,0,0,0,0,0,0,0,0,109.38,75.9,693.91,2.4,16.6,6916.67,11.8,0.9,76.27,13.68,4.43,18.11,0,3.28,0.23
53,1979,1,Andhra Pradesh,Kadapa YSR,73,119,1630.14,0.6,0.7,1166.67,102.6,86.4,842.11,4.8,3.2,666.67,107.4,89.6,834.26,21,27,1285.71,0.1,0.1,1000,11.2,19.8,1767.86,0,0,0,0.7,0.3,428.57,3.5,1,285.71,11.29,2.19,193.98,96.3,69.6,722.74,5.6,1.8,321.43,0,0,0,1.4,0.5,357.14,0.6,0.1,166.67,0,0,0,0,0,0,0,0,0,103.04,72,698.76,1.7,13.9,8176.47,12.5,1.2,96,14.29,4.55,18.84,0,3.43,0.58
53,1980,1,Andhra Pradesh,Kadapa YSR,53.7,101.2,1884.54,0.4,0.2,500,63.8,18.5,289.97,15.6,8.9,570.51,79.4,27.4,345.09,23,34,1478.26,0.1,0.1,1000,9.4,14.3,1521.28,0,0,0,0.5,0.2,400,2.7,0.5,185.19,10.56,3.27,309.66,85.9,33.9,394.64,6.1,2.2,360.66,0,0,0,3.8,2.3,605.26,0.6,0.1,166.67,0,0,0,0,0,0,0,0,0,94.68,38.5,406.63,2,16.6,8300,12.8,2,156.25,15.08,3.47,18.55,0,2.33,0.34
53,1981,1,Andhra Pradesh,Kadapa YSR,61,133,2180.33,0.4,0.3,750,94.2,74.5,790.87,22.9,15.3,668.12,117.1,89.8,766.87,32,39,1218.75,0,0,0,11.6,20.2,1741.38,0,0,0,0.5,0.2,400,4,0.5,125,12,3.97,330.83,93.6,101.7,1086.54,5.7,2.1,368.42,0,0,0,5.4,1.2,222.22,0.8,0.1,125,0,0,0,0,0,0,0,0,0,100.72,105.1,1043.49,3.3,23.3,7060.61,14.5,1.9,131.03,16.27,3.39,19.66,0,2.33,0.19
53,1982,1,Andhra Pradesh,Kadapa YSR,52.2,120.8,2314.18,0.3,0.2,666.67,91.7,95,1035.99,11.2,15.6,1392.86,102.9,110.6,1074.83,23.2,18.7,806.03,0,0,0,7.9,13.9,1759.49,0,0,0,0.7,0.5,714.29,2.8,0.4,142.86,10.97,3.76,342.75,119.7,47.6,397.66,5.4,1.6,296.3,0,0,0,6.2,3.1,500,0.4,0.1,250,0,0,0,0,0,0,0,0,0,116.1,52.4,451.34,2.7,18.2,6740.74,13.6,1.7,125,17.46,3.55,21.01,0,2.44,0.06
53,1983,1,Andhra Pradesh,Kadapa YSR,73.5,153.7,2091.16,0.3,0.2,666.67,73,71.4,978.08,5.5,4.7,854.55,78.5,76.1,969.43,26.3,24.6,935.36,0,0,0,6.9,10.9,1579.71,0,0,0,0.6,0.4,666.67,3.8,0.9,236.84,9.28,3.12,336.21,129.6,123.8,955.25,5.4,1.6,296.3,0,0,0,6.3,3.1,492.06,0.5,0.1,200,0,0,0,0,0,0,0,0,0,139.69,128.6,920.61,2.7,21.4,7925.93,14.6,2.7,184.93,17.56,3.91,21.47,0,2.66,1.17
53,1984,1,Andhra Pradesh,Kadapa YSR,53.6,111.3,2076.49,0.3,0.2,666.67,60.3,67.8,1124.38,2.4,2.9,1208.33,62.7,70.7,1127.59,15.9,22.6,1421.38,0,0,0,6.1,9.6,1573.77,0,0,0,2,0.7,350,3.3,0.6,181.82,9.04,1.65,182.52,126.4,67.5,534.02,4.4,1.1,250,0,0,0,5.5,2.2,400,0.5,0.1,200,0,0,0,0,0,0,0,0,0,137.41,70.9,515.97,2.3,17.8,7739.13,5.6,0.2,35.71,17.62,3.6,21.22,0,2.37,0.95
53,1985,1,Andhra Pradesh,Kadapa YSR,55.1,115,2087.11,0.2,0.1,500,78.2,73.1,934.78,2.7,2.9,1074.07,80.9,76,939.43,7.9,6.5,822.78,0.1,0.1,1000,6.1,9.7,1590.16,0,0,0,1.7,0.6,352.94,4.5,0.6,133.33,5.24,2.54,484.73,171.2,96,560.75,4,0.9,225,0,0,0,0.1,0.1,1000,0.6,0,0,0,0,0,0,0,0,0,0,0,177.36,97,546.91,0.1,1.3,13000,4.8,0.1,20.83,18.79,3.76,22.55,0,2.04,0.08
53,1986,1,Andhra Pradesh,Kadapa YSR,40,97,2425,0.1,0.1,1000,84.4,61.3,726.3,4,3.7,925,88.4,65,735.29,12,13,1083.33,0,0,0,4,7,1750,0,0,0,2,1,500,3,1,333.33,5.96,0.72,120.81,149,122,818.79,2.9,0.3,103.45,0,0,0,1.1,0.3,272.73,0.4,0,0,0,0,0,0.1,0,0,0,0,0,152.61,122.6,803.35,0.1,0.5,5000,2,0.1,50,17.75,4.06,21.81,0,1.95,0.07
53,1987,1,Andhra Pradesh,Kadapa YSR,45,106,2355.56,0.2,0.1,500,62.5,55.6,889.6,5.4,4.4,814.81,67.9,60,883.65,10,13,1300,0,0,0,4,6,1500,0,0,0,2,1,500,10,1,100,2.8,0.82,292.86,155,158,1019.35,2.6,0.3,115.38,0,0,0,0.4,0.1,250,0.6,0.1,166.67,0,0,0,0,0,0,0,0,0,190.59,158.5,831.63,1,7.7,7700,1,0.1,100,16.93,3.07,20,0,1.8,0.11
53,1988,1,Andhra Pradesh,Kadapa YSR,73.7,216.5,2937.58,0.1,0.1,1000,32.4,29.7,916.67,16.3,15.7,963.19,48.7,45.4,932.24,11.8,18.6,1576.27,0.2,0.5,2500,2.5,5,2000,0,0,0,1.9,0.5,263.16,10.1,2.4,237.62,1.06,0,-1,230.2,215.2,934.84,2.2,0.4,181.82,0,0,0,0.7,0.2,285.71,0.6,0.2,333.33,0,0,0,0,0,0,0,0,0,232.15,216,930.43,0.5,4.5,9000,1.2,0.2,166.67,19.65,3.8,23.46,0,2.37,0.11
53,1989,1,Andhra Pradesh,Kadapa YSR,57.8,165.9,2870.24,0.1,0.1,1000,39.1,40.23,1028.9,2.9,2.87,989.66,42,43.1,1026.19,8.5,13.1,1541.18,0,0.03,0,4.1,6.3,1536.59,0,0,0,5.7,1.8,315.79,10,1.7,170,0.85,1.67,1964.71,223,214.5,961.88,3,0.6,200,0,0,0,0.7,0.3,428.57,1.2,0.4,333.33,0,0,0,0.7,0.7,1000,0,0,0,218.97,216.5,988.72,0.4,1.9,4750,1.8,0.4,222.22,18.16,4.64,22.79,0,2.87,0.11
53,1990,1,Andhra Pradesh,Kadapa YSR,64.22,181.74,2829.96,0.13,0.09,692.31,29.41,34.56,1175.11,1.06,1.03,971.7,30.47,35.59,1168.03,7.01,11.06,1577.75,0,0,0,2.91,5.12,1759.45,0,0,0,4.13,2.96,716.71,10.82,1.71,158.04,4.88,0.74,151.64,228.47,248.89,1089.38,2.96,0.55,185.81,0,0,0,0.48,0.26,541.67,1.12,0.13,116.07,0,0,0,12.82,9.27,723.09,0,0,0,245.99,259.09,1053.25,0.97,8.6,8865.98,2.5,0.42,168,19.84,5.06,24.9,0,3.22,0.04
53,1991,1,Andhra Pradesh,Kadapa YSR,72.36,187.51,2591.35,0.08,0.06,750,14.74,19.72,1337.86,1.12,1.21,1080.36,15.86,20.94,1320.3,5.73,7.79,1359.51,0.02,0.04,2000,1.34,1.9,1417.91,0,0,0,5.89,6.46,1096.77,9.87,5.46,553.19,0.9,0.36,400,267.74,186.25,695.64,4.19,0.95,226.73,0.02,0,0,0.36,0.34,944.44,1.27,0.53,417.32,0,0,0,15.04,13.55,900.93,0,0,0,288.75,202,699.57,1.32,10.81,8189.39,4.85,1.13,232.99,20.56,4.81,25.37,0,2.88,1.74
53,1992,1,Andhra Pradesh,Kadapa YSR,48.86,130.97,2680.52,0.12,0.08,666.67,14.57,11.44,785.18,3.39,4.44,1309.73,17.96,15.88,884.19,4.7,7.82,1663.83,0.25,0.59,2360,2.28,3.4,1491.23,0,0,0,4.3,2.13,495.35,7.52,1.44,191.49,1.01,0.35,346.53,245.92,144.99,589.58,2.93,0.83,283.28,0,0,0,0.25,0.28,1120,1,0.26,260,0.04,0.01,250,24.04,19.02,791.18,0,0,0,274.3,165,601.53,0.46,3.53,7673.91,6.65,1.62,243.61,21.18,4.9,26.08,0,2.57,2.34
53,1993,1,Andhra Pradesh,Kadapa YSR,65,200,3076.92,0,0,0,16,22,1375,2,1,500,18,23,1277.78,3,5,1666.67,0,0,0,2,4,2000,0,0,0,5,5,1000,7,2,285.71,0,0,0,254,289,1137.8,4,1,250,0,0,0,0,0,0,1,0,0,0,0,0,36,35,972.22,0,0,0,295,325,1101.69,1,7,7000,7,2.04,291.43,22.56,5.04,27.59,0,2.88,3.38
53,1994,1,Andhra Pradesh,Kadapa YSR,51,142,2784.31,0,0,0,2,3,1500,12,5,416.67,14,8,571.43,2,5,2500,0,0,0,1,2,2000,0,0,0,14,11,785.71,6,2,333.33,0,0,0,214,92,429.91,3,1,333.33,0,0,0,0.09,0.02,222.22,1,0,0,0,0,0,64,64,1000,0,0,0,280,157,560.71,1,11,11000,8,2.21,276.25,22,4.84,26.84,0,2.6,1.13
53,1995,1,Andhra Pradesh,Kadapa YSR,59,163,2762.71,0,0,0,13,11,846.15,2,1,500,15,12,800,2,6,3000,0,0,0,1,1,1000,0,0,0,8,5,625,6,4,666.67,0.95,0.19,200,227,234,1030.84,3,1,333.33,0,0,0,0,0,0,1,0,0,0,0,0,53,49,924.53,0,0,0,283,284,1003.53,1,8,8000,14,3.91,279.29,23.73,5.09,28.82,0,2.81,0.49
53,1996,1,Andhra Pradesh,Kadapa YSR,82,200,2439.02,0,0,0,9,7,777.78,3,3,1000,12,10,833.33,3,6,2000,0,0,0,1,1,1000,0,0,0,7,6,857.14,8,4,500,2.43,1.83,753.09,217,169,778.8,3,1,333.33,0,0,0,0,0,0,1,0,0,0,0,0,39,39,1000,0,0,0,260,208,800,0,2,0,16,3.91,244.38,26.63,6.62,33.25,0,3.89,0.77
53,1997,1,Andhra Pradesh,Kadapa YSR,61,105,1721.31,0,0,0,7,8,1142.86,3,3,1000,10,11,1100,2,2,1000,0,0,0,1,1,1000,0,0,0,14,7,500,6,1,166.67,1.11,0.79,711.71,130,80,615.38,3,1,333.33,0,0,0,0.06,0.01,166.67,1,0,0,0,0,0,54,28,518.52,0,0,0,189,108,571.43,0,2,0,13,2.89,222.31,28.54,5.76,34.3,0,3.47,1.16
53,1998,1,Andhra Pradesh,Kadapa YSR,76,212,2789.47,0,0,0,7,5,714.29,2,2,1000,9,7,777.78,4,7,1750,0,0,0,1,1,1000,0,0,0,17,27,1588.24,8,4,500,37.48,7.16,191.04,164,169,1030.49,5,1,200,0,0,0,2.45,0.58,236.73,1,0,0,0.01,0,0,70,47,671.43,0,0,0,822.63,217,263.79,0,4,0,25,3.91,156.4,20.46,9.3,29.77,0,1.41,1.09
53,1999,1,Andhra Pradesh,Kadapa YSR,61.61,147.41,2392.63,0.16,0.11,687.5,7.87,6.29,799.24,5.37,5.48,1020.48,13.24,11.77,888.97,4.26,4.33,1016.43,0.12,0.35,2916.67,1.01,1.89,1871.29,0,0,0,22.26,15.65,703.05,12.27,3.73,303.99,2.13,0.97,455.4,159.8,75.01,469.4,4.75,1.1,231.58,0.01,0,0,0,0,0,3.45,0.65,188.41,0,0,0,46.97,29.64,631.04,0,0,0,215.16,106.4,494.52,0.43,4.57,10627.91,25.04,4.73,188.9,32.34,7.68,40.01,0,4.62,1.09
53,2000,1,Andhra Pradesh,Kadapa YSR,67.84,176.25,2598.02,0.12,0.07,583.33,7.8,13.13,1683.33,3.1,3.73,1203.23,10.89,16.86,1548.21,9.68,13.72,1417.36,0.16,0.55,3437.5,1,1.46,1460,0,0,0,30.64,38.54,1257.83,15.36,8.46,550.78,3.19,1.22,382.45,176.85,206.74,1169.01,4.19,0.88,210.02,0,0,0,0,0,0,7.17,2.18,304.04,0,0,0,26.67,31.04,1163.85,0,0,0,215.15,240.84,1119.41,0.36,3.35,9305.55,30.69,7,228.09,34.37,7.26,41.63,0,2.99,0.58
53,2001,1,Andhra Pradesh,Kadapa YSR,75.77,195.11,2575.03,0.04,0.03,750,2.78,1.46,525.18,1.51,0.69,456.95,4.29,2.15,501.17,2.92,5.26,1801.37,0.08,0.34,4250,0.75,0.99,1320,0,0,0,42.87,54.06,1261.02,12.13,7.18,591.92,4.51,2.13,472.28,139.99,78.52,560.9,4.28,2.06,481.31,0,0,0,0,0,0,3.47,0.98,282.42,0,0,0,42.72,45.27,1059.69,0,0,0,190.62,126.83,665.36,0.69,6.03,8739.13,21.58,3.97,183.97,35.77,7.68,43.45,0,2.95,0.16
